ID,Marital Status,Gender,Income,Children,Parent,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Age Brackets,Purchased Bike
28657,Single,Male,"$60,000.00",2,Yes,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,36,Middle Aged,Yes
27273,Single,Male,"$70,000.00",3,Yes,Graduate Degree,Professional,No,0,0-1 Miles,North America,35,Middle Aged,Yes
22719,Single,Male,"$110,000.00",3,Yes,Bachelors,Management,Yes,4,2-5 Miles,North America,40,Middle Aged,Yes
22042,Married,Female,"$70,000.00",0,No,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,34,Middle Aged,Yes
12153,Single,Female,"$70,000.00",3,Yes,Partial College,Professional,Yes,1,5-10 Miles,North America,49,Middle Aged,Yes
16895,Married,Female,"$40,000.00",3,Yes,Partial College,Professional,No,2,1-2 Miles,North America,54,Middle Aged,Yes
26728,Single,Male,"$70,000.00",3,Yes,Graduate Degree,Management,No,2,1-2 Miles,North America,53,Middle Aged,Yes
11090,Single,Male,"$90,000.00",2,Yes,Partial College,Professional,Yes,1,2-5 Miles,North America,48,Middle Aged,Yes
15862,Single,Female,"$50,000.00",0,No,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Middle Aged,Yes
14914,Married,Female,"$40,000.00",1,Yes,Partial College,Clerical,Yes,1,1-2 Miles,North America,49,Middle Aged,Yes
12033,Single,Female,"$40,000.00",0,No,High School,Skilled Manual,No,2,0-1 Miles,North America,27,Adolescent,Yes
18050,Married,Female,"$60,000.00",1,Yes,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,45,Middle Aged,Yes
11663,Married,Male,"$70,000.00",4,Yes,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,36,Middle Aged,Yes
21587,Married,Female,"$60,000.00",1,Yes,Graduate Degree,Skilled Manual,Yes,0,2-5 Miles,North America,34,Middle Aged,Yes
26298,Married,Female,"$50,000.00",1,Yes,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,34,Middle Aged,Yes
25419,Single,Male,"$50,000.00",2,Yes,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,38,Middle Aged,Yes
13343,Married,Female,"$90,000.00",5,Yes,Bachelors,Management,Yes,2,1-2 Miles,North America,63,Old,Yes
11303,Single,Female,"$90,000.00",4,Yes,High School,Professional,No,3,1-2 Miles,North America,45,Middle Aged,Yes
17654,Single,Female,"$40,000.00",3,Yes,Partial College,Clerical,Yes,1,1-2 Miles,North America,30,Adolescent,Yes
14662,Married,Male,"$60,000.00",1,Yes,Bachelors,Professional,Yes,1,0-1 Miles,North America,48,Middle Aged,Yes
13886,Married,Female,"$70,000.00",4,Yes,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Middle Aged,Yes
21940,Married,Male,"$90,000.00",5,Yes,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,47,Middle Aged,Yes
20196,Married,Male,"$60,000.00",1,Yes,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,Middle Aged,Yes
16007,Married,Female,"$90,000.00",5,Yes,Bachelors,Management,Yes,2,1-2 Miles,North America,66,Old,Yes
23818,Married,Female,"$50,000.00",0,No,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Middle Aged,Yes
17462,Married,Male,"$70,000.00",3,Yes,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Middle Aged,Yes
20659,Married,Male,"$70,000.00",3,Yes,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Middle Aged,Yes
18594,Single,Female,"$80,000.00",3,Yes,Bachelors,Skilled Manual,Yes,3,10 Miles +,North America,40,Middle Aged,Yes
28625,Single,Male,"$40,000.00",2,Yes,Partial College,Clerical,No,1,1-2 Miles,North America,47,Middle Aged,Yes
25148,Married,Male,"$60,000.00",2,Yes,High School,Professional,No,2,1-2 Miles,North America,48,Middle Aged,Yes
23704,Single,Male,"$40,000.00",5,Yes,High School,Professional,Yes,4,10 Miles +,North America,60,Old,Yes
19117,Single,Female,"$60,000.00",1,Yes,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Middle Aged,Yes
22864,Married,Male,"$90,000.00",2,Yes,Partial College,Professional,No,0,5-10 Miles,North America,49,Middle Aged,Yes
11292,Single,Male,"$150,000.00",1,Yes,Partial College,Professional,No,3,0-1 Miles,North America,44,Middle Aged,Yes
23731,Married,Male,"$60,000.00",2,Yes,High School,Professional,Yes,2,2-5 Miles,North America,54,Middle Aged,Yes
28672,Single,Male,"$70,000.00",4,Yes,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Middle Aged,Yes
11809,Married,Male,"$60,000.00",2,Yes,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,38,Middle Aged,Yes
12121,Single,Male,"$60,000.00",3,Yes,High School,Professional,Yes,2,10 Miles +,North America,53,Middle Aged,Yes
12496,Married,Female,"$40,000.00",1,Yes,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,Middle Aged,No
24107,Married,Male,"$30,000.00",3,Yes,Partial College,Clerical,Yes,1,0-1 Miles,Europe,43,Middle Aged,No
14177,Married,Male,"$80,000.00",5,Yes,Partial College,Professional,No,2,2-5 Miles,Europe,60,Old,No
13507,Married,Female,"$10,000.00",2,Yes,Partial College,Manual,Yes,0,1-2 Miles,Europe,50,Middle Aged,No
22155,Married,Male,"$20,000.00",2,Yes,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,58,Old,No
12697,Single,Female,"$90,000.00",0,No,Bachelors,Professional,No,4,10 Miles +,Pacific,36,Middle Aged,No
11434,Married,Male,"$170,000.00",5,Yes,Partial College,Professional,Yes,0,0-1 Miles,Europe,55,Old,No
12610,Married,Female,"$30,000.00",1,Yes,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Middle Aged,No
21564,Single,Female,"$80,000.00",0,No,Bachelors,Professional,Yes,4,10 Miles +,Pacific,35,Middle Aged,No
26412,Married,Female,"$80,000.00",5,Yes,High School,Management,No,3,5-10 Miles,Europe,56,Old,No
27184,Single,Male,"$40,000.00",2,Yes,Partial College,Clerical,No,1,0-1 Miles,Europe,34,Middle Aged,No
12590,Single,Male,"$30,000.00",1,Yes,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,63,Old,No
18283,Single,Female,"$100,000.00",0,No,Bachelors,Professional,No,1,5-10 Miles,Pacific,40,Middle Aged,No
18299,Married,Male,"$70,000.00",5,Yes,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,44,Middle Aged,No
19273,Married,Female,"$20,000.00",2,Yes,Partial College,Manual,Yes,0,0-1 Miles,Europe,63,Old,No
20942,Single,Female,"$20,000.00",0,No,High School,Manual,No,1,5-10 Miles,Europe,31,Middle Aged,No
28380,Single,Female,"$10,000.00",5,Yes,Partial High School,Manual,No,2,0-1 Miles,Europe,41,Middle Aged,No
27832,Single,Female,"$30,000.00",0,No,Partial College,Clerical,No,1,2-5 Miles,Europe,30,Adolescent,No
26863,Single,Male,"$20,000.00",0,No,High School,Manual,No,1,2-5 Miles,Europe,28,Adolescent,No
27803,Single,Female,"$30,000.00",2,Yes,Partial College,Clerical,No,0,0-1 Miles,Europe,43,Middle Aged,No
17703,Married,Female,"$10,000.00",1,Yes,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,40,Middle Aged,No
19487,Married,Male,"$30,000.00",2,Yes,Partial College,Clerical,No,2,0-1 Miles,Europe,42,Middle Aged,No
13826,Single,Female,"$30,000.00",0,No,Partial College,Clerical,No,1,0-1 Miles,Europe,28,Adolescent,No
20619,Single,Male,"$80,000.00",0,No,Bachelors,Professional,No,4,10 Miles +,Pacific,35,Middle Aged,No
12558,Married,Female,"$20,000.00",1,Yes,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,65,Old,No
24871,Single,Female,"$90,000.00",4,Yes,High School,Management,No,3,5-10 Miles,Europe,56,Old,No
17319,Single,Female,"$70,000.00",0,No,Bachelors,Professional,No,1,5-10 Miles,Pacific,42,Middle Aged,No
28906,Married,Male,"$80,000.00",4,Yes,High School,Professional,Yes,2,10 Miles +,Europe,54,Middle Aged,No
24185,Single,Female,"$10,000.00",1,Yes,High School,Manual,No,1,1-2 Miles,Europe,45,Middle Aged,No
19291,Single,Female,"$10,000.00",2,Yes,High School,Manual,Yes,0,0-1 Miles,Europe,35,Middle Aged,No
16185,Single,Male,"$60,000.00",4,Yes,Bachelors,Professional,Yes,3,10 Miles +,Pacific,41,Middle Aged,No
29337,Single,Male,"$30,000.00",2,Yes,Partial College,Clerical,Yes,2,5-10 Miles,Pacific,68,Old,No
16438,Married,Female,"$10,000.00",0,No,Partial High School,Manual,No,2,0-1 Miles,Europe,30,Adolescent,No
16200,Single,Female,"$10,000.00",0,No,Partial High School,Manual,No,2,0-1 Miles,Europe,35,Middle Aged,No
24857,Married,Female,"$130,000.00",3,Yes,High School,Professional,Yes,4,0-1 Miles,Europe,52,Middle Aged,No
14517,Married,Female,"$20,000.00",3,Yes,High School,Skilled Manual,No,2,1-2 Miles,Pacific,62,Old,No
12678,Single,Female,"$130,000.00",4,Yes,High School,Management,Yes,4,0-1 Miles,Pacific,31,Middle Aged,No
16188,Single,Female,"$20,000.00",0,No,Partial High School,Manual,No,2,1-2 Miles,Europe,26,Adolescent,No
19461,Single,Female,"$10,000.00",4,Yes,Partial High School,Manual,Yes,2,0-1 Miles,Europe,40,Middle Aged,No
28412,Single,Male,"$20,000.00",0,No,High School,Manual,No,1,2-5 Miles,Europe,29,Adolescent,No
19608,Married,Male,"$80,000.00",5,Yes,Bachelors,Professional,Yes,4,1-2 Miles,Pacific,40,Middle Aged,No
24119,Single,Male,"$30,000.00",0,No,Partial College,Clerical,No,1,2-5 Miles,Europe,29,Adolescent,No
15608,Single,Female,"$30,000.00",0,No,Partial College,Clerical,No,1,2-5 Miles,Europe,33,Middle Aged,No
16487,Single,Female,"$30,000.00",3,Yes,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,55,Old,No
17197,Single,Female,"$90,000.00",5,Yes,Partial College,Professional,Yes,2,10 Miles +,Europe,62,Old,No
12507,Married,Male,"$30,000.00",1,Yes,Partial College,Clerical,Yes,1,0-1 Miles,Europe,43,Middle Aged,No
26852,Married,Female,"$20,000.00",3,Yes,High School,Manual,Yes,2,0-1 Miles,Europe,43,Middle Aged,No
12274,Single,Male,"$10,000.00",2,Yes,High School,Manual,Yes,0,0-1 Miles,Europe,35,Middle Aged,No
24149,Married,Male,"$10,000.00",2,Yes,Partial College,Manual,Yes,0,1-2 Miles,Europe,49,Middle Aged,No
26139,Single,Male,"$60,000.00",1,Yes,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,45,Middle Aged,No
22707,Single,Female,"$30,000.00",0,No,Partial College,Clerical,No,1,2-5 Miles,Europe,30,Adolescent,No
14682,Single,Female,"$70,000.00",0,No,Bachelors,Professional,No,1,5-10 Miles,Pacific,38,Middle Aged,No
17650,Single,Female,"$40,000.00",2,Yes,Partial College,Clerical,Yes,2,1-2 Miles,Europe,35,Middle Aged,No
22496,Married,Female,"$30,000.00",1,Yes,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,42,Middle Aged,No
19914,Married,Male,"$80,000.00",5,Yes,Bachelors,Management,Yes,2,2-5 Miles,Europe,62,Old,No
12871,Single,Female,"$30,000.00",0,No,Partial College,Clerical,No,1,2-5 Miles,Europe,29,Adolescent,No
15922,Married,Male,"$150,000.00",2,Yes,High School,Professional,Yes,4,0-1 Miles,Europe,48,Middle Aged,No
12344,Single,Female,"$80,000.00",0,No,Bachelors,Professional,No,3,10 Miles +,Pacific,31,Middle Aged,No
23627,Single,Female,"$100,000.00",3,Yes,Partial College,Management,No,4,5-10 Miles,Europe,56,Old,No
29301,Married,Male,"$80,000.00",5,Yes,Bachelors,Professional,Yes,4,1-2 Miles,Pacific,40,Middle Aged,No
12716,Single,Male,"$30,000.00",0,No,Partial College,Clerical,Yes,1,2-5 Miles,Europe,32,Middle Aged,No
12472,Married,Male,"$30,000.00",1,Yes,Bachelors,Clerical,Yes,1,2-5 Miles,Europe,39,Middle Aged,No
12993,Married,Male,"$60,000.00",2,Yes,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,37,Middle Aged,No
21094,Single,Female,"$30,000.00",2,Yes,Partial College,Clerical,Yes,2,0-1 Miles,Europe,42,Middle Aged,No
12234,Married,Male,"$10,000.00",2,Yes,Partial College,Manual,Yes,1,2-5 Miles,Europe,52,Middle Aged,No
17994,Single,Male,"$20,000.00",2,Yes,High School,Manual,Yes,2,0-1 Miles,Europe,42,Middle Aged,No
16614,Married,Female,"$80,000.00",0,No,Bachelors,Professional,Yes,3,10 Miles +,Pacific,32,Middle Aged,No
20729,Married,Female,"$40,000.00",2,Yes,Partial College,Clerical,No,1,0-1 Miles,Europe,34,Middle Aged,No
19675,Married,Male,"$20,000.00",4,Yes,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,60,Old,No
12728,Single,Male,"$30,000.00",0,No,Partial College,Clerical,No,1,1-2 Miles,Europe,27,Adolescent,No
29117,Single,Male,"$100,000.00",1,Yes,Bachelors,Management,No,3,0-1 Miles,Pacific,48,Middle Aged,No
17845,Single,Female,"$20,000.00",0,No,Partial High School,Manual,No,2,1-2 Miles,Europe,32,Middle Aged,No
25058,Married,Male,"$100,000.00",1,Yes,Bachelors,Management,Yes,3,2-5 Miles,Pacific,47,Middle Aged,No
23426,Single,Male,"$80,000.00",5,Yes,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,40,Middle Aged,No
12664,Married,Female,"$130,000.00",5,Yes,Partial College,Professional,Yes,4,0-1 Miles,Europe,59,Old,No
23979,Single,Male,"$10,000.00",2,Yes,Partial College,Manual,No,0,0-1 Miles,Europe,50,Middle Aged,No
20797,Married,Female,"$10,000.00",1,Yes,Bachelors,Manual,Yes,0,0-1 Miles,Europe,48,Middle Aged,No
24279,Single,Male,"$40,000.00",2,Yes,Partial College,Skilled Manual,No,2,1-2 Miles,Pacific,52,Middle Aged,No
15465,Married,Female,"$10,000.00",0,No,Partial College,Manual,No,1,0-1 Miles,Pacific,25,Adolescent,No
14233,Single,Male,"$100,000.00",0,No,High School,Management,Yes,3,10 Miles +,Pacific,35,Middle Aged,No
12273,Married,Male,"$30,000.00",1,Yes,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Middle Aged,No
18144,Married,Female,"$80,000.00",5,Yes,Bachelors,Management,Yes,2,2-5 Miles,Europe,61,Old,No
23963,Married,Male,"$10,000.00",0,No,Partial High School,Manual,No,2,0-1 Miles,Europe,33,Middle Aged,No
17907,Married,Female,"$10,000.00",0,No,Partial College,Manual,Yes,1,2-5 Miles,Pacific,27,Adolescent,No
27304,Single,Female,"$110,000.00",2,Yes,Partial College,Professional,No,3,5-10 Miles,Europe,48,Middle Aged,No
25529,Single,Male,"$10,000.00",1,Yes,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,44,Middle Aged,No
19445,Married,Female,"$10,000.00",2,Yes,High School,Manual,No,1,0-1 Miles,Europe,38,Middle Aged,No
28918,Married,Female,"$130,000.00",4,Yes,High School,Management,No,4,10 Miles +,Europe,58,Old,No
18151,Single,Male,"$80,000.00",5,Yes,Partial College,Professional,No,2,10 Miles +,Europe,59,Old,No
16489,Married,Male,"$30,000.00",3,Yes,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,55,Old,No
15682,Single,Female,"$80,000.00",5,Yes,Bachelors,Management,Yes,2,10 Miles +,Europe,62,Old,No
26032,Married,Female,"$70,000.00",5,Yes,Bachelors,Professional,Yes,4,10 Miles +,Pacific,41,Middle Aged,No
17843,Single,Female,"$10,000.00",0,No,Partial High School,Manual,No,2,0-1 Miles,Europe,32,Middle Aged,No
16209,Single,Female,"$50,000.00",0,No,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,Europe,36,Middle Aged,No
24584,Single,Male,"$60,000.00",0,No,Bachelors,Professional,No,3,2-5 Miles,Pacific,31,Middle Aged,No
24842,Single,Female,"$90,000.00",3,Yes,High School,Professional,No,1,2-5 Miles,Europe,51,Middle Aged,No
11415,Single,Male,"$90,000.00",5,Yes,Partial College,Professional,No,2,10 Miles +,Europe,62,Old,No
14669,Married,Female,"$80,000.00",4,Yes,Graduate Degree,Management,Yes,1,0-1 Miles,Pacific,36,Middle Aged,No
20946,Single,Female,"$30,000.00",0,No,Partial College,Clerical,No,1,2-5 Miles,Europe,30,Adolescent,No
25026,Married,Male,"$20,000.00",2,Yes,Partial High School,Clerical,Yes,3,5-10 Miles,Pacific,54,Middle Aged,No
13673,Single,Female,"$20,000.00",0,No,Partial High School,Manual,No,2,0-1 Miles,Europe,25,Adolescent,No
16043,Single,Male,"$10,000.00",1,Yes,Bachelors,Manual,Yes,0,0-1 Miles,Europe,48,Middle Aged,No
25313,Single,Male,"$10,000.00",0,No,Partial High School,Manual,No,2,1-2 Miles,Europe,35,Middle Aged,No
13813,Married,Female,"$30,000.00",3,Yes,Partial College,Clerical,No,0,0-1 Miles,Europe,42,Middle Aged,No
18711,Single,Female,"$70,000.00",5,Yes,Bachelors,Professional,Yes,4,10 Miles +,Pacific,39,Middle Aged,No
19650,Married,Female,"$30,000.00",2,Yes,Partial College,Clerical,No,2,0-1 Miles,Pacific,67,Old,No
14135,Married,Male,"$20,000.00",1,Yes,Partial College,Manual,Yes,0,1-2 Miles,Europe,35,Middle Aged,No
26849,Married,Male,"$10,000.00",3,Yes,Partial High School,Manual,Yes,2,0-1 Miles,Europe,43,Middle Aged,No
20962,Married,Female,"$20,000.00",1,Yes,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,Middle Aged,No
28915,Single,Male,"$80,000.00",5,Yes,High School,Management,Yes,3,10 Miles +,Europe,57,Old,No
22830,Married,Male,"$120,000.00",4,Yes,Partial College,Management,Yes,3,10 Miles +,Europe,56,Old,No
12591,Married,Female,"$30,000.00",4,Yes,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,Middle Aged,No
22006,Married,Male,"$70,000.00",5,Yes,Partial College,Skilled Manual,Yes,3,5-10 Miles,Pacific,46,Middle Aged,No
17702,Married,Male,"$10,000.00",1,Yes,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,37,Middle Aged,No
12503,Single,Female,"$30,000.00",3,Yes,Partial College,Clerical,Yes,2,0-1 Miles,Europe,27,Adolescent,No
22527,Single,Female,"$20,000.00",0,No,High School,Manual,No,1,2-5 Miles,Europe,29,Adolescent,No
13981,Married,Female,"$10,000.00",5,Yes,High School,Skilled Manual,No,3,1-2 Miles,Pacific,62,Old,No
18172,Married,Male,"$130,000.00",4,Yes,High School,Professional,Yes,3,0-1 Miles,Europe,55,Old,No
12666,Single,Male,"$60,000.00",0,No,Bachelors,Professional,No,4,2-5 Miles,Pacific,31,Middle Aged,No
21375,Single,Male,"$20,000.00",2,Yes,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,57,Old,No
21738,Married,Male,"$20,000.00",1,Yes,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,43,Middle Aged,No
14193,Single,Female,"$100,000.00",3,Yes,Partial College,Management,Yes,4,10 Miles +,Europe,56,Old,No
22672,Single,Female,"$30,000.00",2,Yes,Partial College,Clerical,Yes,0,0-1 Miles,Europe,43,Middle Aged,No
28468,Married,Female,"$10,000.00",2,Yes,Partial College,Manual,Yes,0,1-2 Miles,Europe,51,Middle Aged,No
23419,Single,Female,"$70,000.00",5,Yes,Bachelors,Professional,Yes,3,10 Miles +,Pacific,39,Middle Aged,No
20919,Single,Female,"$30,000.00",2,Yes,Partial College,Clerical,Yes,2,0-1 Miles,Europe,42,Middle Aged,No
20927,Single,Female,"$20,000.00",5,Yes,High School,Manual,Yes,2,0-1 Miles,Europe,27,Adolescent,No
19626,Married,Male,"$70,000.00",5,Yes,Partial College,Skilled Manual,Yes,3,5-10 Miles,Pacific,45,Middle Aged,No
25665,Single,Female,"$20,000.00",0,No,High School,Manual,No,1,1-2 Miles,Europe,28,Adolescent,No
26879,Single,Female,"$20,000.00",0,No,High School,Manual,No,1,2-5 Miles,Europe,30,Adolescent,No
14545,Married,Female,"$10,000.00",2,Yes,Partial College,Manual,Yes,0,1-2 Miles,Europe,49,Middle Aged,No
14804,Single,Female,"$10,000.00",3,Yes,Partial High School,Manual,Yes,2,0-1 Miles,Europe,43,Middle Aged,No
12629,Single,Male,"$20,000.00",1,Yes,Partial College,Manual,No,0,0-1 Miles,Europe,37,Middle Aged,No
14696,Single,Male,"$10,000.00",0,No,Partial High School,Manual,No,2,0-1 Miles,Europe,34,Middle Aged,No
22005,Married,Female,"$70,000.00",5,Yes,Partial College,Skilled Manual,No,3,5-10 Miles,Pacific,46,Middle Aged,No
14544,Single,Male,"$10,000.00",1,Yes,Partial College,Manual,Yes,0,0-1 Miles,Europe,49,Middle Aged,No
14312,Married,Female,"$60,000.00",1,Yes,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,45,Middle Aged,No
29120,Single,Female,"$100,000.00",1,Yes,Bachelors,Management,Yes,4,2-5 Miles,Pacific,48,Middle Aged,No
15758,Married,Male,"$130,000.00",0,No,Graduate Degree,Management,Yes,0,5-10 Miles,Pacific,48,Middle Aged,No
13136,Married,Female,"$30,000.00",2,Yes,Partial College,Clerical,No,2,5-10 Miles,Pacific,69,Old,No
25906,Single,Female,"$10,000.00",5,Yes,High School,Skilled Manual,No,2,1-2 Miles,Pacific,62,Old,No
20897,Married,Female,"$30,000.00",1,Yes,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,Middle Aged,No
25923,Single,Male,"$10,000.00",2,Yes,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,58,Old,No
20974,Married,Male,"$10,000.00",2,Yes,Bachelors,Clerical,Yes,1,0-1 Miles,Europe,66,Old,No
17522,Married,Male,"$120,000.00",4,Yes,Bachelors,Management,Yes,1,2-5 Miles,Pacific,47,Middle Aged,No
21207,Married,Male,"$60,000.00",1,Yes,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,46,Middle Aged,No
21213,Single,Male,"$70,000.00",0,No,Bachelors,Professional,No,1,5-10 Miles,Pacific,41,Middle Aged,No
19066,Married,Male,"$130,000.00",4,Yes,Partial College,Professional,No,3,10 Miles +,Europe,54,Middle Aged,No
11386,Married,Female,"$30,000.00",3,Yes,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,45,Middle Aged,No
28379,Married,Male,"$30,000.00",1,Yes,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,Middle Aged,No
14865,Single,Male,"$40,000.00",2,Yes,Partial College,Clerical,Yes,2,1-2 Miles,Europe,36,Middle Aged,No
12663,Married,Female,"$90,000.00",5,Yes,Partial High School,Skilled Manual,Yes,2,10 Miles +,Europe,59,Old,No
24898,Single,Female,"$80,000.00",0,No,Bachelors,Professional,Yes,3,10 Miles +,Pacific,32,Middle Aged,No
19508,Married,Male,"$10,000.00",0,No,Partial High School,Manual,No,2,0-1 Miles,Europe,30,Adolescent,No
25241,Married,Male,"$90,000.00",2,Yes,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,47,Middle Aged,No
24369,Married,Male,"$80,000.00",5,Yes,Graduate Degree,Management,No,2,0-1 Miles,Pacific,39,Middle Aged,No
27165,Single,Male,"$20,000.00",0,No,Partial High School,Manual,No,2,0-1 Miles,Europe,34,Middle Aged,No
29424,Married,Male,"$10,000.00",0,No,Partial High School,Manual,Yes,2,0-1 Miles,Europe,32,Middle Aged,No
14554,Married,Male,"$20,000.00",1,Yes,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,66,Old,No
16468,Single,Male,"$30,000.00",0,No,Partial College,Clerical,Yes,1,2-5 Miles,Europe,30,Adolescent,No
19183,Single,Male,"$10,000.00",0,No,Partial High School,Manual,Yes,2,1-2 Miles,Europe,35,Middle Aged,No
13683,Single,Female,"$30,000.00",0,No,High School,Manual,No,1,2-5 Miles,Europe,32,Middle Aged,No
23915,Married,Male,"$20,000.00",2,Yes,High School,Manual,Yes,2,0-1 Miles,Europe,42,Middle Aged,No
27941,Married,Female,"$80,000.00",4,Yes,Partial College,Professional,Yes,2,2-5 Miles,Europe,53,Middle Aged,No
14785,Single,Male,"$30,000.00",1,Yes,Bachelors,Clerical,No,1,1-2 Miles,Europe,39,Middle Aged,No
17238,Single,Male,"$80,000.00",0,No,Bachelors,Professional,Yes,3,10 Miles +,Pacific,32,Middle Aged,No
22538,Single,Female,"$10,000.00",0,No,Partial High School,Manual,Yes,2,1-2 Miles,Europe,33,Middle Aged,No
17230,Married,Male,"$80,000.00",0,No,Bachelors,Professional,Yes,3,10 Miles +,Pacific,30,Adolescent,No
17324,Married,Female,"$100,000.00",4,Yes,Bachelors,Professional,Yes,1,10 Miles +,Pacific,46,Middle Aged,No
22918,Single,Male,"$80,000.00",5,Yes,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,50,Middle Aged,No
25512,Single,Male,"$20,000.00",0,No,High School,Manual,No,1,2-5 Miles,Europe,30,Adolescent,No
16179,Single,Female,"$80,000.00",5,Yes,Bachelors,Professional,Yes,4,1-2 Miles,Pacific,38,Middle Aged,No
15628,Married,Female,"$40,000.00",1,Yes,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,89,Old,No
20417,Married,Male,"$30,000.00",3,Yes,Partial College,Clerical,No,2,5-10 Miles,Pacific,56,Old,No
18267,Married,Male,"$60,000.00",3,Yes,Bachelors,Professional,Yes,2,5-10 Miles,Pacific,43,Middle Aged,No
22974,Married,Female,"$30,000.00",2,Yes,Partial College,Clerical,Yes,2,5-10 Miles,Pacific,69,Old,No
13586,Married,Male,"$80,000.00",4,Yes,Partial College,Professional,Yes,2,10 Miles +,Europe,53,Middle Aged,No
18018,Single,Male,"$30,000.00",3,Yes,Partial College,Clerical,Yes,0,0-1 Miles,Europe,43,Middle Aged,No
12568,Married,Female,"$30,000.00",1,Yes,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,64,Old,No
21184,Single,Male,"$70,000.00",0,No,Bachelors,Professional,No,1,5-10 Miles,Pacific,38,Middle Aged,No
24151,Single,Male,"$20,000.00",1,Yes,Bachelors,Clerical,No,0,0-1 Miles,Europe,51,Middle Aged,No
23962,Married,Female,"$10,000.00",0,No,Partial High School,Manual,Yes,2,1-2 Miles,Europe,32,Middle Aged,No
21365,Married,Female,"$10,000.00",2,Yes,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,58,Old,No
25792,Single,Female,"$110,000.00",3,Yes,Bachelors,Management,Yes,4,10 Miles +,Europe,53,Middle Aged,No
11555,Married,Female,"$40,000.00",1,Yes,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,80,Old,No
22381,Married,Male,"$10,000.00",1,Yes,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,44,Middle Aged,No
17882,Married,Male,"$20,000.00",1,Yes,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,44,Middle Aged,No
18012,Married,Female,"$40,000.00",1,Yes,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,41,Middle Aged,No
12744,Single,Female,"$40,000.00",2,Yes,Partial College,Clerical,Yes,0,0-1 Miles,Europe,33,Middle Aged,No
22821,Married,Female,"$130,000.00",3,Yes,Partial College,Professional,Yes,4,0-1 Miles,Europe,52,Middle Aged,No
11116,Married,Male,"$70,000.00",5,Yes,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,43,Middle Aged,No
20053,Single,Male,"$40,000.00",2,Yes,Partial College,Clerical,Yes,0,0-1 Miles,Europe,34,Middle Aged,No
